id,value
id_0,6.576073172808407
id_1,18.20068678268634
id_2,23.900881043955522
id_3,7.709244053931087
id_4,27.016348389357262
id_5,22.259427615696023
id_6,23.87977517716685
id_7,30.46796629285706
id_8,16.777911318934898
id_9,59.66367471255934
id_10,11.721692353434339
id_11,9.305466773733238
id_12,63.247183844281594
id_13,53.24201411645274
id_14,22.198355682470783
id_15,12.193218024143828
id_16,32.406194097219625
id_17,66.76756182030124
id_18,-0.5256274374422816
id_19,17.131308463838163
id_20,41.775451526520726
id_21,72.09826153239392
id_22,9.311732952782918
id_23,17.83044012764129
id_24,14.755864840645504
id_25,37.76303887919546
id_26,14.537907058456174
id_27,69.87177441124025
id_28,7.2280016190931775
id_29,55.40839315987137
id_30,24.495504188440222
id_31,8.49239057195944
id_32,2.506925953076646
id_33,18.68343564883071
id_34,27.779860197984043
id_35,37.20977543404889
id_36,43.24199071240426
id_37,29.832900642604777
id_38,42.22345768277085
id_39,35.133280273312444
id_40,7.576118846585793
id_41,41.21550015414689
id_42,30.582604965416824
id_43,50.95678645400193
id_44,17.517182374461793
id_45,35.3646236474504
id_46,24.629532676295888
id_47,9.639437765421903
id_48,26.795924021762453
id_49,32.26372075846535
id_50,20.136919109135732
id_51,7.979991986334618
id_52,20.58662299117171
id_53,52.69263812027381
id_54,15.97338478325154
id_55,36.49113465629575
id_56,32.84038844651765
id_57,20.802611491151474
id_58,57.41180926348296
id_59,22.767143407340015
id_60,14.323779684069315
id_61,41.747335564434096
id_62,12.580122403431526
id_63,48.40627712775908
id_64,14.183149233599039
id_65,15.159913983346911
id_66,14.419097642785172
id_67,-0.9908063685573154
id_68,43.81529610823354
id_69,29.12964672696228
id_70,20.207727998443975
id_71,41.76665107722888
id_72,60.88283212746863
id_73,5.510926400899187
id_74,16.52758449719893
id_75,3.444878210008074
id_76,40.379545796677384
id_77,13.96234558432355
id_78,21.570902145376778
id_79,21.039068679661547
id_80,23.93146673654529
id_81,36.119739335105834
id_82,21.849064598072196
id_83,92.55250189543838
id_84,37.28459865853919
id_85,27.825826681791803
id_86,22.034696691308653
id_87,33.65358364884155
id_88,23.28969370072661
id_89,19.812300260428266
id_90,29.00219763503506
id_91,41.58586665484671
id_92,4.699720018455544
id_93,38.8169901916672
id_94,45.87634539208987
id_95,16.476743006095777
id_96,31.63991288948491
id_97,12.969896565760564
id_98,23.46130166353992
id_99,4.526209013738871
id_100,18.101409554535735
id_101,26.38574387018064
id_102,14.044101838641371
id_103,15.842957435109962
id_104,23.911604883724355
id_105,39.732715744211134
id_106,31.567469574835464
id_107,6.385989907083591
id_108,6.08905969065801
id_109,78.56733368782528
id_110,47.9482372775929
id_111,16.983316615067242
id_112,27.804559160056975
id_113,15.308007113396748
id_114,13.740640397120618
id_115,24.900863293779498
id_116,26.536926622664907
id_117,10.526479610011368
id_118,18.080149429732042
id_119,19.443781275632148
id_120,80.55680488614297
id_121,25.52260742336615
id_122,37.30210953136654
